Symbol|Security Name|Market Category|Status|Test Issue
UHLN|US Highland, Inc.  Common Stock|NBB||
UHOIF|Ushio, Inc. Ordinary Shares (Japan)|NBB||
UIBGF|UIB Group Limited Ordinary Shares (Cayman Islands)|NBB||
UIFC|Uniti Financial Corporation (CA) Common Stock|NBB||
UILCY|United Industrial Corporation Ltd Unsponsored ADR (Singapore)|NBB||
UITA|Utilicraft Aerospace Industries, Inc. Common Stock|NBB||
UITFF|Unit 4 NV Sliedrecht Ordinary Shares (Netherlands)|NBB||
UITFY|Unit 4 NV Sliedrecht ADR (Netherlands)|NBB||
UKBPY|Ukrsotsbank PJSC Sponsored American Depository Receipt (Ukraine)|NBB||
UKCLF|UK Coal plc Ordinary Shares (United Kingdom)|NBB||
UKRNY|Ukrnafta Ord American Depositary Shares|NBB||
ULFS|Ultimate Franchise Systems Inc Common Stock|NBB||
ULGX|Urologix, Inc. Common Stock|NBB||
ULIHF|United Laboratories International Holdings Ltd Ordinary Shares (Cayman Islands)|NBB||
ULIHY|United Laboratories International Holdings Ltd Unsponsored ADR (Cayman Islands)|NBB||
ULPPF|Ultrapar Participacoes SA Brasil Ordinary Shares (Brazil)|NBB||
ULSGF|UBS AG LONDON BRH Call Warrants Linked to S&P 500 Index Expiring 08/04/2017 (Switzerland)|NBB||
ULSP|Ultimate Sports Entertainment, Inc. Common Stock|NBB||
ULTXF|Ultra Lithium Inc Common Shares (Canada)|NBB||
ULUCF|Ultra Resources Corp. Ordinary Shares (Canada)|NBB||
ULUR|Uluru Inc. Common Stock New|NBB||
UMAM|Umami Sustainable Seafood Inc. Common Stock|NBB||
UMAX|Umax Group Corporation Common Stock|NBB||
UMBBF|Umbral Energy Corp Ordinary Shares (Canada)|NBB||
UMCE|UMC Electronics Co. Common Stock|NBB||
UMCN|UMC, Inc. Common Stock|NBB||
UMCO|Umairco, Inc. Common Stock|NBB||
UMDI|USmart Mobile Device Inc. Common Stock|NBB||
UMED|UMED Holdings Inc  Common Stock|NBB||
UMEM|uMember.com, Inc. Common Stock|NBB||
UMEWF|UMeWorld Limited Common Stock|NBB||
UMICF|Umicore Group Ordinary Shares (Belgium)|NBB||
UMICY|Umicore Group Unsponsored ADR (Belgium)|NBB||
UMLS|Ultimate Lifestyle Corporation Common Stock|NBB||
UMNG|UMining Resources Inc. Common Stock|NBB||
UNBK|United National Bank Cairo GA Common Stock|NBB||
UNBLF|Unibail-Rodamco Se Ordinary Shares (France)|NBB||
UNCFF|Unicredito Spa Roma (Italy)|NBB||
UNCFY|UniCredito Italiano Spa Sponsored ADR 144A|NBB||
UNCHF|Unicharm Corp Ordinary Shares (Japan)|NBB||
UNDR|UnderSea Recovery Corporation. Common Stock|NBB||
UNDT|Universal Detection Technology Common Stock|NBB||
UNDVL|United Development Funding III Unit Limited Partnership Int|NBB||
UNDY|UniDyn Corporation Common Stock|NBB||
UNEGF|United Energy Group Ltd Ordinary Shares (Bermuda)|NBB||
UNGS|Sylios Corp. Common Stock|NBB||
UNHI|Unisouth Inc Common Stock|NBB||
UNIB|University Bancorp Inc Michigan Common Stock|NBB||
UNICY|Unicharm Corp Sponsored ADR (Japan)|NBB||
UNIEF|Uni Select Inc Cda Ordinary Shares|NBB||
UNIF|U&I Financial Corporation Common Stock|NBB||
UNIGF|Red Oak Mining Corp Ordinary Shares|NBB||
UNISZ|Unilife Corporation Chess Depository Interests|NBB||
UNIV|Universal Infotainment Systems Corp Common Stock|NBB||
UNJCF|Unicaja Banco SA Ordinary Shares (Spain)|NBB||
UNLA|Unilava Corporation. Common Stock|NBB||
UNLL|Unioil New Common Stock|NBB||
UNLNF|Unilever NV Unilever NV Cert of Shs (Netherlands)|NBB||
UNLRF|Unilever Indonesia Tbk PT Ordinary Shares (Indonesia)|NBB||
UNLRY|PT Unilever Indonesia Tbk Unsponsored ADR (Indonesia)|NBB||
UNLVF|Unilever NV Ordinary Shares (Netherlands)|NBB||
UNLYF|Unilever Plc Ordinary Shares|NBB||
UNMG|UniMark Group, Inc. (The) Common Stock|NBB||
UNMK|Tritent Int'l Agriculture, Inc. Common Stock New|NBB||
UNMN|United Mines Inc Ariz Common Stock|NBB||
UNMV|Universal Movers Corp Common Stock|NBB||
UNPA|Unb Corp Pa Common Stock|NBB||
UNPSF|Uni-President China Holdings Ltd. Ordinary Shares (Cayman Islands)|NBB||
UNPTY|Unipetrol A.S. Unsponsored ADR (Czech Republic)|NBB||
UNQT|Union Equity, Inc. Common Stock|NBB||
UNRDY|Unibail-Rodamco SE Unsponsored ADR (France)|NBB||
UNRG|United Energy Corporation Common Stock|NBB||
UNRH|UNR Holdings, Inc. Common Stock|NBB||
UNRSF|Union Resources Limited Ordinary Shares (Australia)|NBB||
UNSS|Universal Solar Technology, Inc. Common Stock|NBB||
UNTKQ|UniTek Global Services, Inc. Common Stock|NBB||
UNTN|United Tennessee Bankshares, Inc. Common Stock|NBB||
UNVC|Univec, Inc. Common Stock|NBB||
UNYAF|Uny Group Holdings Co Ltd Ordinary Shares (Japan)|NBB||
UOADF|UOA Development BHD Ordinary Shares (Malaysia)|NBB||
UOLGF|UOL Group Limited Ordinary Shares (Singapore)|NBB||
UOLGY|UOL Group Limited Sponsored ADR (Singapore)|NBB||
UOLI|Uonlive Corporation. New Common Stock|NBB||
UOMO|UOMO Media Inc. Common Stock|NBB||
UOVEF|United Overseas Bk Singapore Ordinary Shares|NBB||
UOVEY|United Overseas Bk Singapore American Depositary Shares|NBB||
UPCHY|Uni-President China Holdings Ltd. Unsponsored ADR (Cayman Islands)|NBB||
UPCO|Universal Potash Corp. Common Stock|NBB||
UPGI|Universal Power Group Inc Common Stock|NBB||
UPMKF|Upm Kymmene Corp Ordinary Shares|NBB||
UPMKY|UPM-Kymmene Oyj Common Stock|NBB||
UPNRF|Uponor OYJ Ordinary Shares|NBB||
UPNRY|Uponor OYJ Unsponsored ADR (Finland)|NBB||
UPNT|Uplift Nutrition, Inc Common Stock|BB|ACTIVE|
UPOT|Indie Growers Association Common Stock|NBB||
UPOW|UAN Power Corp. Delaware Common Stock|NBB||
UPPR|Upper Street Marketing, Inc. Common Stock|NBB||
UPRD|Upward Technology Corp Common Stock|NBB||
UPRM|USA Performance Prods, Inc. Common Stock|NBB||
UPSN|UpSnap, Inc. Common Stock|NBB||
UPWOF|United Power Technology AG Shs (Germany Federal Republic)|NBB||
UPWT|Ultra Pure Water Technologies, Inc. Common Stock|NBB||
UPZPF|Unipol Gruppo Finanziario SPA Ordinary Shares (Italy)|NBB||
UPZS|Unique Pizza and Subs Corporation. Common Stock|NBB||
URAGF|Uragold Bay Res Inc Common shares (Canada)|NBB||
URALY|Uralkali JSC Sponsored GDR 144A (Russia)|NBB||
URANF|Uranium Valley Mines Limited Ordinary Shares (Canada)|NBB||
URAYY|Uralkali JSC Sponsored GDR Reg S (Russia)|NBB||
URBDF|Urbi Desarrollos Urbanos Sa de Cv Ordinary Shares (Mexico)|NBB||
URBF|Urban Barns Foods Inc. Common Stock|NBB||
URBT|Urban Television Network Corporation Common Stock|NBB||
URCFF|Uracan Resources Ltd New Ordinary Shares (Canada)|NBB||
UREE|U.S. Rare Earths Inc. Common Stock|NBB||
UREQF|Uranium Equities Ltd Ordinary shares (Australia)|NBB||
UREYF|Urals Energy Public Co Ltd Ordinary Shares (United Kingdom)|NBB||
URGYF|Unity Energy Corp. Ordinary Shares (Canada)|NBB||
URHG|United Resources Holdings Group, Inc. Common Stock|NBB||
URHN|Uranium Hunter Corporation Common Stock|NBB||
URHY|Urban Hydroponics, Inc. Common Stock|NBB||
URIRP|United Rentals Inc Trust I UNITED RENTALS TRUST 1 6.50 PFD|NBB||
URNAF|Urbana Corp Ordinary Shares|NBB||
URNXF|Magnis Res Ltd. Ordinary Shares (Australia)|NBB||
UROFF|Venturi Ventures, Inc. Ordinary Shares (Canada)|NBB||
URPLF|New Klondike Exploration Ltd. Ordinary Shares|NBB||
URPTF|Uranium Participation Corp Common Shares (Canada)|NBB||
URTX|UNIREX CORP Common Stock|NBB||
URVNF|Uravan Minerals Inc Common Shares (Canada)|NBB||
URXZF|Jadela Oil Corp. Ordinary Shares (Canada)|NBB||
USAB|USAmeriBancorp, Inc. Common|NBB||
USAE|U.S. Aerospace, Inc. Common Stock|NBB||
USAM|U.S. Automotive Manufacturing Inc. Common Stock|NBB||
USAV|USA InvestCo Holdings, Inc. Common Stock|NBB||
USBC|US BioTec Inc New Common Shares (NV)|NBB||
USBG|USABG Corporation Common Stock|NBB||
USBK|USA Bank (NY) Common Stock|NBB||
USBL|United States Basketball League, Inc. Common Stock|BB|ACTIVE|
USCRW|U S Concrete, Inc. Class A Warrants Expiring 08/31/2017|NBB||
USCS|USCorp Common Stock|NBB||
USCXW|U S Concrete, Inc. Class B Warrants ex 8/31/2017|NBB||
USCZF|United Silver Corp. Ordinary Shares (Canada)|NBB||
USDC|USDATA Corporation Common Stock|NBB||
USDF|US-Dadi Fertilizer Ind Intl Inc. Common Stock|BB|ACTIVE|
USDMY|Usinas Siderurgicas De Minas Gerais SA Sponsored GDR (Brazil)|NBB||
USEI|US Energy Initiatives Corporation, Inc. Common Stock|NBB||
USEL|usell.com, Inc. Common Stock|NBB||
USFC|USA Synthetic Fuel Corporation Common Stock|NBB||
USGA|US Global Nanospace, Inc. Common Stock|NBB||
USGIF|U S Silver & Gold Inc Common Shares (Canada)|NBB||
USGPF|USG People NV Ordinary Shares|NBB||
USGT|USA Graphite Inc. Common Stock|NBB||
USHP|U.S. Helicopter Corporation Common Stock|NBB||
USKRF|Usas Ucak Servisi Anonim Sirketi Br Shares (Turkey)|NBB||
USLGF|U.S. Oil & Gas PLC Ordinary Shares (Ireland)|NBB||
USLQ|U.S. Liquids Inc. Common Stock|NBB||
USMN|U.S. Rare Earth Minerals, Inc.Common Stock|NBB||
USMT|US Metro Bank (CA) Common Stock|NBB||
USNL|U.S. National Telecom, Inc. Common Stock|NBB||
USNMY|Usiminas Sa Pfd B 144A|NBB||
USNU|U.S. NEUROSURGICAL INC Common Stock|NBB||
USNZY|Usinas Siderurgicas de Minas Gerais S.A. Sponsored ADR Reg S|NBB||
USOPY|U.S. Oil & Gas PLC Sponsored ADR (Ireland)|NBB||
USPE|U S Personnel Inc Common Stock|NBB||
USPI|USSPI Media, Inc . Common Stock|NBB||
USPO|US Parts Online, Inc. Common Stock|BB|ACTIVE|
USPR|U.S. Precious Metals, Inc. Common Stock|NBB||
USPS|Ultimate Sports Inc. Common Stock|NBB||
USRC|Unisource Corp Common Stock|NBB||
USRE|USA Real Estate Investment Trust Common Stock|NBB||
USRI|USA Recycling Industries, Inc.  Common Stock|NBB||
USSHF|Uniserve Communications Corp Ordinary Shares (Canada)|NBB||
USSJF|USS Co Ltd Tokai Ordinary Shares|NBB||
USSJY|USS Co Ltd Tokai Unsponsored ADR (Japan)|NBB||
USTC|USA Real Estate Holding Company Common Stock|NBB||
USTU|US Tungsten Corp. Common Stock|NBB||
USWF|U.S. Wind Farming, Inc. Common Stock|NBB||
USWL|Us-Worldlink.Com Inc Common Stock|NBB||
UTARY|UTAIR Sponsored American Depositary Receipt|NBB||
UTDE|United E&P, Inc. Common Stock|NBB||
UTGN|UTG, Inc. Common Stock|NBB||
UTMR|Ultimate Rack Inc. Com|BB|ACTIVE|
UTNT|Udata Net Corp. Common|NBB||
UTOG|Uniontown Energy Inc. Common Stock|NBB||
UTOLF|Khot Infrastructure Holdings Ltd. Ordinary Shares (Virgin Island British)|NBB||
UTRK|Universal Tracking Solutions, Inc. Common Stock|NBB||
UTRM|United Treatment Centers, Inc. Common Stock|NBB||
UTRSF|Ultrasis Plc Ordinary Shares|NBB||
UTRX|Unitronix Corporation Common Stock|NBB||
UUCRF|Karoo Exploration Corp. Ordinary Shares (Canada)|NBB||
UUGRY|United Utilities Group Plc Sponsored ADR (UK)|NBB||
UUGWF|United Utilities Group Plc, Warrington Ordinary Shares (UK)|NBB||
UUICF|United Urban Investment Corp Tokyo Ordinary Shares (Japan)|NBB||
UULFF|Expedition Mining Ordinary Shares (Canada)|NBB||
UURAF|Ucore Rare Metals, Inc. Common shares (Canada)|NBB||
UVBIF|Universal Biosensors Inc, Sydney Ordinary Shares (Australia)|NBB||
UVCL|UniverCell Holdings, Inc. Common Stock|NBB||
UVFT|UV Flu Technologies, Inc. Common Stock|NBB||
UVIC|Unilens Vision Inc.|NBB||
UVND|U-Vend, Inc Common Stock|NBB||
UVPOF|Univanich Palm Oil Public Company Limited Units Non-Voting Depository Receipts (Thailand)|NBB||
UVRBF|Universal Robina Ordinary Shares|NBB||
UVRBY|Universal Robina Unsponsored American Depository Receipt (Philippines)|NBB||
UVSE|Universal Energy Corp. Common Stock|NBB||
UVSS|Universal Systems, Inc. Washington New Common Stock|NBB||
UVVZP|Universal Corporation 6.75% Convertible Perpetual Preferred Stock, Series B|NBB||
UWEFF|U3O8 Corp Common Shares (Canada)|NBB||
UWHR|Uwharrie Capital Corp Common Stock|NBB||
UWII|Unwall International Inc. Common Stock|NBB||
UWKI|uWink, Inc. (Del) Common Stock|NBB||
UWRE|Unitech Water & Renewable Energy Inc (NV) Common Stock|NBB||
UWRL|US Wireless Online, Inc. Common Stock|NBB||
UXCLF|UXC Limited Ordinary Shares (Australia)|NBB||
UXCLY|UXC Limited American Depositary Shares (Australia)|NBB||
UZAPF|Flughafen Zuerich AG Kloten Ordinary Shares (Switzerland)|NBB||
UZZFF|United Protection Security Group Inc Ordinary Shares (Canada)|NBB||
VABB|Virginia Bank Bancshares Common Stock|NBB||
VABK|Virginia National Bankshares Corporation. Common Stock|NBB||
VAERF|Anthem Resources, Inc. Ordinary Shares (Canada)|NBB||
VAGO|Vanderbilt Gold Corp Common Stock|NBB||
VAIAF|Vaisala Oy Ordinary Shares -A- (Finland)|NBB||
VALEF|VALE S.A. Ordinary Shares (Brazil)|NBB||
VALGF|ValGold Resources, Ltd. Ordinary Shares (Canada)|NBB||
VALIF|Valiant Holding Bern Namen AKT (Switzerland)|NBB||
VALV|Shengkai Innovations, Inc. Common Stock|NBB||
VANTF|Vantex Resources Ltd Ordinary Shares (Canada)|NBB||
VAPE|Vape Holdings, Inc. Common Stock|NBB||
VAPI|Vapir Enterprises Inc. NEW Common|NBB||
VAPO|Vaporin Inc. Common Stock|BB|ACTIVE|
VAPR|VaporBrands International, Inc. Common Stock|NBB||
VARHF|Vard Holdings Ltd. Shs (Singapore)|NBB||
VARXF|Varitronix Intl Ltd Ordinary Shares|NBB||
VARXY|Varitronix Intl Ltd American Depositary Shares|NBB||
VASO|Vasomedical, Inc. Common Stock|NBB||
VATKF|Vatukoula Gold Mines PLC Ordinary shares (United Kingdom)|NBB||
VBBK|Vibra Bank (CA) Common Stock|NBB||
VBHLF|Virgin Austrailia Holdings Ltd Ordinary Shares (Australia)|NBB||
VBHLY|Virgin Australia Holdings Limited Unsponsored ADR (Australia)|NBB||
VBRCF|Vibropower Corp Ltd Ordinary Shares|NBB||
VBTC|Vubotics, Inc. Common Stock|NBB||
VCAN|Vican Resources, Inc. Common Stock|NBB||
VCANF|Volcan Compania Minera Sa Volcan Lima Shares Commun B (Peru)|NBB||
VCBB|Ventura County Business Bank (CA) Common Stock|NBB||
VCBC|Valley Community Bank (Pleasanton, CA) Common Stock|NBB||
VCBP|Valley Commerce Bancorp (CA) Common Stock|NBB||
VCBS|Virginia Community Bankshares Common Stock|NBB||
VCHS|Vacation Home Swap, Inc. Common|NBB||
VCII|ViviCells International Inc Common Stock|NBB||
VCISF|Vinci Sa Ordinary Shares|NBB||
VCISY|Vinci SA ADR (France)|NBB||
VCLD|Verecloud Inc. Common Stock|NBB||
VCMG|Veracity Management Global, Inc. Common Stock|NBB||
VCMP|VCampus Corporation Common Stock|NBB||
VCNYF|Vacon Oyj Ordinary Shares|NBB||
VCNYY|Vacon Oyj Unsponsored ADR (Finland)|NBB||
VCOC|Voice One Corp. Common Stock|NBB||
VCOGF|Vicotoria Oil & Gas Plc London Ordinary Shares (United Kingdom)|NBB||
VCOR|Vencor International Inc Common Stock|NBB||
VCRT|Vicor Technologies, Inc. Common Stock|NBB||
VCST|ViewCast.com Inc Common Stock|NBB||
VCSY|Vertical Computer Systems, Inc. Common Stock|NBB||
VCTEF|Vecta Energy Corporation Ordinary Shares|NBB||
VCTY|Videolocity International, Inc. Common Stock|NBB||
VCVOF|Vinacapital Vietnam Opportunity Fund Ltd Ordinary Shares (Cayman Islands)|NBB||
VCYE|Velocity Energy Inc. Common Stock|NBB||
VDAHF|Vinda International Holdings Ltd. Ordinary Shares (Cayman Islands)|NBB||
VDAHY|Vinda International Holdings Ltd. Unsponsored ADR(Cayman Island)|NBB||
VDDA|Vadda Energy Corporation Common Stock|NBB||
VDEVF|Van de Velde NV Ordinary Shares (Belgium)|NBB||
VDMCY|Vodacom Group Ltd. Sponsored ADR|NBB||
VDMRF|Vendome Resources Corp. Ordinary Shares (Canada)|NBB||
VDNRF|Vedanta Resources Plc Ordinary Shares (UK)|NBB||
VDPH|VDO-PH International, Inc. Common|NBB||
VDRM|ViaDerma, Inc. Common Stock|NBB||
VECT|VECTr Systems, Inc. Common Stock|NBB||
VEGPF|Vectura Group plc Ordinary Shares (United Kingdom)|NBB||
VEGYF|Virginia Energy Resources Inc Common Shares (Canada)|NBB||
VEIFF|Ackroo, Inc. Ordinary Share (Canada)|NBB||
VEII|Voyager Entertainment International, Inc. Common Stock|NBB||
VELA|VelaTel Global Communications, Inc. Common Stock|NBB||
VELTF|Velti plc Ordinary Shares|NBB||
VELXF|Canadian Overseas Petroleum Limited New Ordinary Shares  (Canada)|NBB||
VEMLF|Venture Corp. Ltd. Ordinary Shares (Singapore)|NBB||
VEMLY|Venture Corp. Ltd. Unsponsored ADR (Singapore)|NBB||
VEND|Fresh Healthy Vending International, Inc.|BB|ACTIVE|
VEOEF|Veolia Environnement Ordinary Shares (France)|NBB||
VERC|Victory Eagle Resources Corp. Common Stock|NBB||
VERD|Verdant Brands, Inc. Common Stock|NBB||
VERF|Versailles Financial Corporation Common Stock|BB|ACTIVE|
VEST|Vestiage, Inc. Common Stock|NBB||
VESTF|Vesta Shs (Mexico)|NBB||
VETOF|Vetoquinol Ordinary Shares (France)|NBB||
VETTF|Vector Ltd Ordinary Shares (New Zealand)|NBB||
VETTY|Vector Ltd Unsponsored ADR (New Zealand)|NBB||
VFFIF|Village Farms International Inc. Ordinary Shares (Canada)|NBB||
VGBL|V3 Global Inc Common Stock|NBB||
VGCEF|Viking Gold Exploration Inc Ordinary Shares (Canada)|NBB||
VGCP|Arizona Gold and Onyx Mining Company Common Stock|NBB||
VGEN|Vaccinogen, Inc. Common Stock|NBB||
VGGGF|Pacific Coal Resources Ltd. New Ordinary Shares (Canada)|NBB||
VGGOF|Vogogo, Inc. Ordinary Shares (Canada)|NBB||
VGID|V Group Inc. Common Stock|NBB||
VGLS|VG Life Sciences Inc.  Common Stock|NBB||
VGMIF|Visible Gold Mines Inc Common shares (Canada)|NBB||
VGMNF|Virginia Mines Inc Ordinary Shares (Canada)|NBB||
VGMTF|Minera Alamos, Inc. Ordinary Shares (Canada)|NBB||
VGNA|Virginia Company Bank Common Stock|NBB||
VGPR|Vega Biofuels, Inc. Common Stock|NBB||
VGRDF|Vanguarda Agro SA Shs (Brazil)|NBB||
VGREF|VIASPACE Green Energy Inc. Ordinary Shares (Virgin Islands British)|BB|ACTIVE|
VGRI|Van Gold Resources, Inc. CL A Common Stock|NBB||
VGTL|VGTel, Inc. Common Stock|NBB||
VGZZF|Vista Gold Corporation Warrants Expiring 10/22/2015 (Canada)|NBB||
VHCIQ|Valiant Health Care, Inc. Common Stock|NBB||
VHGI|VHGI Holdings, Inc. Common Stock|NBB||
VHMC|Valley High Mining Company Common Stock|NBB||
VHUB|Vapor Hub International Inc. Common Stock|NBB||
VIAAY|Vienna International Airport Sponsored ADR (Austria)|NBB||
VIAP|VIA Pharmaceuticals, Inc. Common Stock|NBB||
VIBE|Vidable, Inc. Common Stock|NBB||
VIBVY|Vib Vermoegen AG American Depositary Shares (Unsponsored)(Federal Republic of Germany)|NBB||
VICA|HCi VioCare.  Common Stock|BB|ACTIVE|
VICT|Victura Construction Group, Inc. Common Stock|NBB||
VICUF|Vicwest, Inc. Ordinary Shares (Canada)|NBB||
VIDA|Vidaroo Corporation Common Stock|NBB||
VIDG|Vid3G, Inc. Common Stock|NBB||
VIFI|Vie Financial Group, Inc. Common Stock|NBB||
VIGLF|Vigil Health Solutions Inc Ordinary Shares (Canada)|NBB||
VIICQ|Vision Industries Corp. Common shares|NBB||
VIIFF|Valucap Investments Inc Ordinary Shares (Canada)|NBB||
VIIN|Motor Sport Country Club Holdings, Inc. Common Stock|NBB||
VIIS|Visa Inds Inc Common Stock|NBB||
VILGF|Premaitha Health PLC Ordinary Shares (United Kingdom)|NBB||
VIMB|Vim Beverage Inc Common Stock|NBB||
VINS|Vindicator Silver-Lead Mng Common Stock|NBB||
VIOSF|Viosolar Inc. Common Stock (Canada)|NBB||
VIPK|V I P Comlink New Common Stock|NBB||
VIPPS|Vinings Investment Properties Trust Vinings Investment Properties Trust SBI|NBB||
VIPR|VIPR Industries Inc . Common Stock|NBB||
VIPV|VIPR Corp. NEW Common Stock|NBB||
VIRA|Viratech Corp. Common Stock|NBB||
VITFF|Victoria Gold Corp Ordinary Shares (Canada)|NBB||
VITIF|Vitrolife AB Shs (Sweden)|NBB||
VITK|Futurebiotics, Inc. Common Stock|NBB||
VITOF|Vitro Sa Mexico Ordinary Shares|NBB||
VIVAF|Viva China Holdings Ltd Ordinary Shares (Cayman Islands)|NBB||
VIVEF|Vivendi Ordinary Shares (France)|NBB||
VIVHY|Vivendi SA Unsponsored ADR (France)|NBB||
VIVK|Vivakor Inc. Common Stock|NBB||
VIVMF|Viveve Medical, Inc. Common Stock (No Par Value)|NBB||
VIZC|VizConnect, Inc. Common Stock|NBB||
VIZG|VisionGlobal Corp Common Stock|NBB||
VKIN|Viking Investments Group, Inc.  Common Stock|NBB||
VKPPF|Vukile Property Fund Ltd Shs (South Africa)|NBB||
VKPW|Viking Power Services Inc. Common Stock|NBB||
VKSC|Viskase Companies Inc Common Stock|NBB||
VLBI|Valentine Beauty, Inc. NEW Common Stock|NBB||
VLBRF|Valore Immobiliare Globale Ordinary Shares Quota Di Partecipazione Distribuzione (Italy)|NBB||
VLCJF|VELOCITY MINERALS LTD Common Shares (Canada)|NBB||
VLDI|Validian Corporation Common Stock|NBB||
VLDLY|Vista LD & Lifescapes Inc. American Depositary Share (Unsponsored) (Phillippines)|NBB||
VLEEF|Valeo Sa Ord Ordinary Shares|NBB||
VLEEY|Valeo Sa Ord American Depositary Shares|NBB||
VLGEB|Village Super Market, Inc. Common Stock|NBB||
VLICF|Value & Income Trust Plc Ordinary Shares|NBB||
VLKAF|Volkswagen A G Ord Ordinary Shares|NBB||
VLKAY|Volkswagen A G Ord American Depositary Shares|NBB||
VLKPF|Volkswagen A G Ord Ordinary Shares|NBB||
VLKPY|Volkswagen A G Ord American Depositary Shares|NBB||
VLLRF|Asia Resource Minerals Plc Ordinary Shares (United Kingdom)|NBB||
VLLX|Valley Republic Bank Bakersfield CA Common Shares|NBB||
VLMZF|Volcanic Metals Corp.  Ordinary Shares (Canada)|NBB||
VLNSF|Velan Inc Sub Voting Shares (Canada)|NBB||
VLNVF|Van Lanschot NV Cert of Shs (Netherlands) EUR|NBB||
VLNX|Vision Plasma Systems, Inc. Common Stock|NBB||
VLOUF|Vallourec S.A. Ord Ordinary Shares|NBB||
VLOV|VLOV Inc.  Common Stock|NBB||
VLOWY|Vallourec S.A. Sponsored ADR (France)|NBB||
VLPNF|Voestalpine AG Ordinary Shares (Austria)|NBB||
VLPNY|Voestalpine AG Unsponsored ADR (Austria)|NBB||
VLQCF|Valence Industries Ltd. Ordinary Shares (Australia)|NBB||
VLRDF|Village Roadshow "B" Shs Ordinary Shares|NBB||
VLRDY|Village Roadshow "B" Shs American Depositary Shares|NBB||
VLRSY|Village Roadshow "B" Shs 144A|NBB||
VLTCP|Voltari Corporation Preferred Series J 13%|NBB||
VLTCW|Voltari Corporation Warrants Expiring 10/11/2017|NBB||
VLTHF|Valtech La Defense Ordinary Shares|NBB||
VLXC|Veltex Corporation New Common Stock|NBB||
VLXGF|Volex Group Plc Ord 25p Ordinary Shares|NBB||
VMCI|Vemics, Inc. Common Stock|NBB||
VMCS|VisualMED Clinical Solutions CorporationCommon Stock|NBB||
VMGI|Verde Media Group, Inc Common Stock|NBB||
VMII|Voice Mobility International, Inc. Common Stock|NBB||
VMOTF|Vmoto Ltd Ordinary Shares (Australia)|NBB||
VMPLY|VimpelCom, Ltd. SPONSORED ADR REPSTG PFD SHS|NBB||
VMPT|Vampt America, Inc. Common Stock|NBB||
VMRFF|Village Main Reef Limited Ordinary Shares (South Africa)|NBB||
VMRI|Valmie Res Inc Common Stock|BB|ACTIVE|
VMSTF|VMS Ventures Inc. Ordinary Shares|NBB||
VMSYQ|Visual Management Systems, Inc. Common Stock|NBB||
VMTF|VMT Scientific, Inc. Common Stock|NBB||
VMTG|Victor Mining Industry Group Inc. Common Stock|NBB||
VNAPF|Verona Pharam plc, Adderbury Ordinary Shares|NBB||
VNARF|Vena Res Inc Common Shares (Canada)|NBB||
VNCKF|Victory Nickel Inc Common shares (Canada)|NBB||
VNDB|Vendum Batteries Inc. Common Stock|NBB||
VNDKF|Vendtek Systems Inc Ordinary Shares|NBB||
VNDSL|Fantex Inc Fantex Series Vernon Davis Conv Tracking Stock|NBB||
VNFGF|Vanguard Funds PLC Vanguard FTSE Japan UCITS ETF (Ireland)|NBB||
VNGE|Vanguard Energy Corporation Common Stock|NBB||
VNGEW|Vanguard Energy Corporation Class A Warrants (Expiring 11/29/2016)|NBB||
VNGRF|Vangold Resources Ltd Ordinary Shares (Canada)|NBB||
VNHIF|Vostok Nafta Invt. Ltd. Shs Swedish Depository Receipts (Bermuda)|NBB||
VNHLF|Rose Pete PLC Ordinary Shares (United Kingdom)|NBB||
VNLDF|Vinaland Limited Ordinary Shares (Cayman Islands)|NBB||
VNLEF|Vanoil Energy Ltd Ordinary Shares (Canada)|NBB||
VNLPF|Vernalis plc Ordinary Shares (United Kingdom)|NBB||
VNLPY|Vernalis Plc Sponsored ADR (United Kingdom)|NBB||
VNMC|Vanguard Mining Corporation Common Stock|NBB||
VNMHF|Vietnam Holding Limited Ordinary Shares (Cayman Islands)|NBB||
VNNHF|Belo Sun Mining Corp. Ordinary Shares (Canada)|NBB||
VNORP|Vornado Realty Trust Preferred Stock|NBB||
VNRCF|Valener, Inc Ordinary Shares (Canada)|NBB||
VNRFY|Vienna Insurance Group, Sponsored ADR (Austria)|NBB||
VNRX|VolitionRX Limited Common Stock|NBB||
VNSN|Vansen Pharma Inc. Common Stock|NBB||
VNTA|Ventana Biotech, Inc. Common Stock (NV)|NBB||
VNTH|Vantage Health Common|NBB||
VNTI|Vantone International Group, Inc. Common Stock|NBB||
VNTN|VentureNet Capital Group Inc Venture Net Inc|NBB||
VNWTF|Vecima Networks Inc Ordinary Shares (Canada)|NBB||
VNXSW|Venaxis, Inc. Warrants expiring May 30, 2018|NBB||
VODAF|Vodacom Group Limited Ordinary Shares (South America)|NBB||
VODG|Vitro Diagnostics, Inc. Common Stock|NBB||
VODOF|V1 GROUP LTD  Ordinary Shares (Bermuda)|NBB||
VODOY|VODone Ltd Unsponsored ADR|NBB||
VODPF|Vodafone Group Plc Ordinary Shares|NBB||
VOHO|Volcan Holdings, Inc. Common Stock|NBB||
VOIL|Virtus Oil and Gas Corp. Common|BB|ACTIVE|
VOIP|VOIP Talk, Inc. Common Stock|NBB||
VOIS|Mind Solutions, Inc. Common Stock|NBB||
VOLAF|AB Volvo Ordinary Shares|NBB||
