Symbol|Security Name|Market Category|Status|Test Issue
EMRI|Emrise Corporation New Common Stock|NBB||
EMRRF|Evrim Resources Corp Ordinary Shares (Canada)|NBB||
EMSHF|Ems Chemie Holding AG Domat EMS Ordinary Shares (Switzerland)|NBB||
EMTQF|Embratel Participacoes SA prefered shares|NBB||
EMXC|eMax Holdings Corporation Common Stock|NBB||
EMYB|Embassy Bancorp Inc. Common Stock|NBB||
EMYIF|Euromoney Publications Plc Ordinary Shares (UK)|NBB||
EMYSF|Easymed Technologies Inc. Ordinary Shares (Canada)|NBB||
ENAB|Enable Holdings, Inc. Common Stock|NBB||
ENAFF|Enablence Technologies Inc Ordinary Shares (Canada)|NBB||
ENAKF|E ON Aktiengesellschaft EON Namen-AKT|NBB||
ENBN|Enterprise National Bank N.J. Common Stock|NBB||
ENBP|ENB Financial Corp. (PA) Common Stock|NBB||
ENCB|Encore Brands Inc Common Stock|NBB||
ENCR|Ener-Core, Inc Common Stock|BB|ACTIVE|
ENCS|Encore Energy Systems, Inc. Common Stock|NBB||
ENCTF|Encanto Potash Corporation Ordinary Shares (Canada)|NBB||
ENDGF|Endurance Gold Corp Common shares (Canada)|NBB||
ENDO|Endocan Corporation Common Stock|NBB||
ENDRQ|Endeavor International Corporation Common Stock|NBB||
ENDTF|Canoe EIT Income Fund Units (Canada)|NBB||
ENDV|Endonovo Therapeutics, Inc. Common Stock|NBB||
ENEAY|Enea SA Unsponsored ADR (Poland)|NBB||
ENEHF|Enerchina Holdings Ltd Ordinary Shares (Bermuda)|NBB||
ENEVY|Eneva SA Sponsored ADR (Brazil)|NBB||
ENGA|Engage Mobility, Inc. Com|NBB||
ENGFF|Energulf Resources Inc Ordinary Shares|NBB||
ENGGF|Enagas sa Ordinary Shares|NBB||
ENGGY|Enagas sa Unsponsored ADR (Spain)|NBB||
ENGT|Energy & Technology Corp Common Stock|NBB||
ENGY|Central Energy Partners L.P. Common Units|NBB||
ENHD|Energroup Holdings Corporation New Common Stock|NBB||
ENHT|enherent Corp Common Stock|NBB||
ENIP|Endeavor IP, Inc. Common Stock|BB|ACTIVE|
ENIRY|Eniro Ab Unsponsored ADR (Sweden)|NBB||
ENJLY|Enerji, Ltd. Sponsored American Depository Receipt (Australia)|NBB||
ENLAY|Enel Societa Per Azioni Unsponsored ADR (Italy)|NBB||
ENLB|Enerlabs, Inc.  (DE) Common Stock|NBB||
ENMFF|Energem Resources Inc Ordinary Shares (Canada)|NBB||
ENMGF|Entourage Mining Ltd. Ordinary Shares (Canada)|NBB||
ENMHF|ENM Holdings Ltd Ordinary Shares (Hong Kong)|NBB||
ENMHY|ENM Holdings Ltd Sponsored ADR (Hong Kong)|NBB||
ENMI|Energy Management International, Inc. Common Stock|NBB||
ENPRF|Enpar Technologies Inc Common Shares (Canada)|NBB||
ENPT|Enerpulse Technologies, Inc. Common Stock|BB|ACTIVE|
ENPTW|Enerpulse Technologies, Inc. Warrants Expiring 2019|NBB||
ENQUF|Enquest Plc, London Ordinary Shares (United Kingdom)|NBB||
ENQUY|Enquest PLC Unsponsored ADR (United Kingdom)|NBB||
ENRFF|Enerflex, Ltd. Ordinary Shares (Canada)|NBB||
ENRG|Energy Telecom Inc Common Stock|NBB||
ENRT|Enertopia Corporation Common Stock|NBB||
ENSRF|Enseco Energy Services Corp. New Ordinary Shares|NBB||
ENTB|Entest BioMedical Inc. Common Stock|NBB||
ENTCF|Entrec Corp Com (Canada)|NBB||
ENTI|Encounter Technologies Inc  Common Stock|NBB||
ENTK|EnergyTek Corp.  Common Stock|NBB||
ENTMF|Entertainment One Ltd. Ordinary Shares (Canada)|NBB||
ENTP|Entrprize Corp Common Stock|NBB||
ENTS|EnableTS, Inc. Common Stock|NBB||
ENTWW|Global Eagle Entertainment Inc. Warrant|NBB||
ENUM|Enumeral Biomedical Holdings, Inc. Common Stock|BB|ACTIVE|
ENVG|Enviro Global Corporation Common Stock|NBB||
ENVS|Enova Systems Inc. Common Stock|NBB||
ENVV|Envoy Group Corp Common Stock|BB|ACTIVE|
ENYNF|ENERNORTH INDUSTRIES|NBB||
ENYTF|Eagle Energy Trust Unit (Canada)|NBB||
ENZB|EnzymeBioSystems Common Stock|BB|ACTIVE|
ENZH|Enzymes American Holding Corp Common Stock|NBB||
ENZR|Energizer Resources Inc. Common Stock|NBB||
EOGSF|Emerald Oil & Gas NL Ordinary Shares (Australia)|NBB||
EOHDF|Emeco Holdings Ltd Ordinary Shares (Australia)|NBB||
EOHYY|EOH Holdings Ltd Sponsored American Depository Receipt (South Africa)|NBB||
EOLGF|Empire Oil & Gas NL Ordinary Shares|NBB||
EONGY|E.ON SE Sponsored ADR (Germany)|NBB||
EONVF|Euronav Nv Antwerpen Ordinary Shares (Belgium)|NBB||
EONVY|Euronav Nv Antwerpen Unsponsored ADR (Belgium)|NBB||
EOPSF|Electro Optic Systems Ltd Ordinary Shares (Australia)|NBB||
EOPSY|Electro Optic Systems Ltd Sponsored ADR (Australia)|NBB||
EOPT|Eos Petro, Inc. Common Stock|BB|ACTIVE|
EORBF|Orbite Aluminae, Inc. Ordinary Shares (Canada)|NBB||
EORIF|Enhanced Oil Resources Inc. Ordinary Shares|NBB||
EOROF|El Oro Limited, Guensey Shares Post Subdivision GBP (Guernsey)|NBB||
EORXF|Exploration Orex Inc Ordinary Shares|NBB||
EORZ|Empire Oil Refineries Corp.Common Stock|NBB||
EOSC|Electro-Optical Systems Cp Common Stock|NBB||
EOSGF|EOS Imaging Ordinary Share EUR 0-01|NBB||
EOSI|Eos International, Inc. Common Stock|NBB||
EOXFF|Euromax Resources Ltd Ordinary Shares (Canada)|NBB||
EPAZ|Epazz, Inc. Common Stock|NBB||
EPCBF|Epicore Bionetworks Inc Ordinary Shares|NBB||
EPCC|Epicure Charcoal Inc Common Stock|BB|ACTIVE|
EPCPF|Cricket Media Group Ltd. Ordinary Shares (Canada)|NBB||
EPCUF|EarthPort Plc Ordinary Shares (UK)|NBB||
EPEO|E'Prime Aerospace Corporation New Common Stock|NBB||
EPETF|Emperor Entertainment Hotel Limited Ordinary Shares (Bermuda)|NBB||
EPGG|Empire Global Gaming Inc Common Stock|NBB||
EPGL|EP Global Communications, Inc. Common Stock|NBB||
EPGNF|Epigenomics Ag Berlin Ordinary Shares (Germany Federal Republic)|NBB||
EPGNY|Epigenomics Ag Berlin Sponsored ADR (Germany)|NBB||
EPGRQ|Environmental Power Corporation New Common Stock|NBB||
EPHGF|Eastern Property Holdings Ltd Reg Shs (Virgin Islands British)|NBB||
EPIHY|EPI Holdings Ltd Sponsored ADR (Bermuda)|NBB||
EPKMF|EPM Mining Ventures, Inc. Com (Canada)|NBB||
EPLYF|EPS Company Ltd Tokyo Ordinary Shares|NBB||
EPMMF|EPM Mining Ventures, Inc. Ordinary Shares NON VTG (Canada)|NBB||
EPOR|Epic Corporation Common Stock New|NBB||
EPORP|Epic Corporation 5% Preferred Convertible Series A|NBB||
EPRA|Emporia, Inc. Common Stock|NBB||
EPRJF|Emperor Watch Ordinary Shares (Hong Kong)|NBB||
EPRRY|Emperor International Holdings American Depositary Shares|NBB||
EPSEF|Epsilon Energy Ltd Common shares (Canada)|NBB||
EPUMY|Eletropaulo Metropolitana Electricidade de Sao Paulo S.A. Sponsored ADR (Brazil)|NBB||
EPWDF|Electric Power Development Co EPDC Ordinary Shares (Japan)|NBB||
EPWL|Epworld International Inc Common Stock|NBB||
EPXY|EPOXY, INC. Common Stock|NBB||
EPZMF|Enterprise Metals Ltd. Ordinary Shares (Australia)|NBB||
EQBM|Equitable Mining Corp Comm Stock (WY)|NBB||
EQFC|Equitable Financial Corp. Common Stock|NBB||
EQGPF|Equitable Group Inc Ordinary Shares (Canada)|NBB||
EQKR|EQK Realty Investors I Common Stock|NBB||
EQLB|EQ Labs Inc Common Stock|NBB||
EQLMF|Enterprises Quilmes Luxembourg Ordinary Shares (Luxembourg)|NBB||
EQPI|Zhongchai Machinery, Inc. Common Stock|NBB||
EQSE|Equipment and Systems Engineering Inc Common Stock|NBB||
EQSHY|Eqstra Holdings Ltd Sponsored ADR (South Africa)|NBB||
EQST|Energy Quest Inc. Common Stock|NBB||
EQTD|Equal Trading Inc.Common Stock|NBB||
EQTE|EQM Technologies & Energy, Inc. Common Stock|NBB||
EQTL|Equitech Intl Corp Common Stock|NBB||
EQTRF|Equitas Resources Corp. Ordinary Shares (Canada)|NBB||
EQTXF|Equitorial Exploration Corp. Ordinary Shares (Canada)|NBB||
EQUEY|Equatorial Energia S.A. Sponsored ADR (Brazil)|NBB||
EQUI|EquiFin, Inc. Common Stock|NBB||
EQUR|E- Qure Corp. Common Stock|NBB||
EQXLF|Equatorial Resources Ltd Ordinary Shares (Australia)|NBB||
ERAO|Energy Revenue America, Inc. Common Stock|NBB||
ERASL|Eurasia Drilling Co Ltd Sponsored GDR 144A (Cayman Islands)|NBB||
ERBB|American Green, Inc.  Common Stock|NBB||
ERCHF|Eden Research plc Ordinary Shares (United Kingdom)|NBB||
ERDCF|Erdene Resource Development Corporation Common Shares (Canada)|NBB||
ERELY|Eregli Demir Ve Celik Fabrikal Unsponsored ADR (Turkey)|NBB||
EREPF|Zonte Metals, Inc. Ordinary Shares (Canada)|NBB||
ERFB|ERF Wireless, Inc. Common Stock|BB|ACTIVE|
ERFSF|Eurofins Scientific Sa Ordinary Shares|NBB||
ERGJY|ERG, Ltd. Sponsored American Depositary Shares|NBB||
ERGN|Ergo Science Corporation Common Stock|NBB||
ERGO|Entia Biosciences Inc. Common Stock|NBB||
ERGTF|PanTerra Gold Ltd Ordinary Shares (Australia)|NBB||
ERGVF|Ergo Ventures Inc. Common Shares (Canada)|NBB||
ERGZF|Erg Spa Ord Ordinary Shares|NBB||
ERHE|ERHC Energy Inc. Common Stock|NBB||
ERHI|Eagle Resource Holdings Inc  Common Stock|NBB||
ERIAF|Ericsson LM Telephone Company AKT A|NBB||
ERIEB|Erie Indemnity Company Common Stock Class B|NBB||
ERILF|Empire Inds Ltd Common Shares (Canada)|NBB||
ERIP|Energiz Renewable Inc. Common Stock|NBB||
ERIXF|Telefon AB LM Ericsson Ordinary Shares Class B (Sweden)|NBB||
ERKAF|Eureka Bullion Mng Co Ordinary Shares|NBB||
ERMAF|Eramet SA Ordinary Shares (France)|NBB||
ERMAY|Eramet SA Unsponsored ADR (France)|NBB||
ERMG|ERecord Management Inc (NV) Common Stock|NBB||
ERMS|eRoom System Technologies, Inc. Common Stock|NBB||
ERNI|Rewards Nexus, Inc  Common Stock|NBB||
EROFF|Euro Ressources S.A. Ordinary Shares (French Guiana)|NBB||
EROX|Human Pheromone Sciences Inc. Common Stock|NBB||
ERRCF|Westkam Gold Corp. Ordinary Shares (Canada)|NBB||
ERSTF|Energiedienst Holding AG Laufenburg Ordinary Shares (Namen-Akt) (Switzerland)|NBB||
ERTEF|Environmental Recycling Technologies Plc Ordinary Shares (UK)|NBB||
ERUC|ER Urgent Care Holdings, Inc. New Common Stock|NBB||
ERVFF|Erin Ventures Inc Ordinary Shares|NBB||
ESAKY|East Asiatic Company Ltd. A/S Unsponsored ADR (Denmark)|NBB||
ESALF|Eisai Co Ltd Ordinary Shares|NBB||
ESALY|Eisai Co Ltd American Depositary Shares|NBB||
ESAQ|Eastgate Acquisitions Corp. Common Shares|NBB||
ESBS|ES Bancshares, Inc. (MD) Common Stock|NBB||
ESCC|Evans & Sutherland Computer Corporation Common Stock|NBB||
ESDF|East Side Financial Common Stock|NBB||
ESEFF|Easyetf Epra Eurozone Fcp Units Distribution (Luxembourg)|NBB||
ESES|Eco-Stim Energy Solutions Inc. Common Stock|NBB||
ESFHF|Espirito Santo Finl Group Sa Ordinary Shares|NBB||
ESFOF|Espirito Santo Finl Group Sa Reg. Shares (Luxembourg)|NBB||
ESFS|Eco-Safe Systems USA, Inc. Common Stock|NBB||
ESGI|enSurge, Inc. Common Stock|NBB||
ESHDF|Esprit Holdings Ltd-Hkd Ordinary Shares|NBB||
ESIT|E Sol International Corp Common Stock|NBB||
ESIV|Essential Innovations Technology Corp.  Common Stock|NBB||
ESKDY|Eskom E170 Dbs Adr American Depositary Shares|NBB||
ESKYF|Eskay Mining Corporation Ordinary Shares 4 Month Hold (Canada)|NBB||
ESLOF|Essilor International SA Ordinary Shares (France)|NBB||
ESLOY|Essilor International SA  ADR (France)|NBB||
ESLP|Euro Solar Parks Inc. Common Stock|NBB||
ESNR|Electronic Senor Technology, Inc. Common Stock|NBB||
ESNY|Estore of N.Y., Inc. Common Stock|NBB||
ESOA|Energy Services of America Corporation|NBB||
ESOCF|Enel-Societa Per Azioni Ordinary Shares|NBB||
ESPAF|Espial Group Inc. Common Shares (Canada)|NBB||
ESPGY|Esprit Holdings Ltd-Hkd Sponsored ADR (Bermuda)|NBB||
ESPH|Ecosphere Technologies, Inc. Common Stock|NBB||
ESPI|ESP Resources, Inc. Common Stock|NBB||
ESPN|Espion International, Inc. Common Stock New|NBB||
ESQF|Esecuresoft Co. Common Stock|NBB||
ESRCF|Estore Corporation Ordinary Shares|NBB||
ESREF|ESG Re Limited Ordinary Shares|NBB||
ESRG|Electron Solar Energy Common Stock|NBB||
ESRI|Eastern Resources, Inc. Common Stock|NBB||
ESSE|Earth Search Sciences, Inc. Common Stock|NBB||
ESSFP|Essex Property Trust, Inc. 7.8125% Series F Cumulative Redeemable Preferred Stock|NBB||
ESSI|Eco Science Solutions, Inc Common Stock|NBB||
ESSOY|Esso Thailand Public Co Ltd Unsponsored ADR (Thailand)|NBB||
ESSSF|Esso SA  Ordinary Shares (France)|NBB||
ESTRF|Esstra Industries Inc  (F) Ordinary Shares|NBB||
ESVFF|E S I Environmental Sensors Inc Ordinary Shares New (Canada)|NBB||
ESVIF|Ensign Energy Services Inc. Ordinary Shares (Canada)|NBB||
ESWB|Esio Water and Beverage Development Corp. Common Stock|NBB||
ESWW|Environmental Solutions Worldwide, Inc. (NEW) Common Stock|NBB||
ESXRF|Esure Group PLC Ordinary Shares (Great Britain)|NBB||
ESXRY|Esure Group PLC Unsponsored American Depository Receipt (United Kingdom)|NBB||
ESYG|e-Synergies, inc. Common Stock|NBB||
ESYJY|easyJet PLC Sponsored ADR (United Kingdom)|NBB||
ESYL|Easylink Solutions Corp. Common Stock|NBB||
ETAH|Eternity Healthcare, Inc. Common stock|NBB||
ETAR|Entertainment Arts, Inc. New Common Stock|NBB||
ETCC|Environmental Tectonics Corp. Common Stock|NBB||
ETCIA|Electronic Tele-Communications  Inc. Class A Common Stock|NBB||
ETCK|EnerTeck Corporation Common Stock|NBB||
ETEC|Emtec Inc Common Stock|NBB||
ETEK|Eco-Tek Group, Inc. Common Stock|NBB||
ETFBF|ETF Commodity Securities Ltd, St Helier Individual Commodity Securities 2006 - Without Fixed Maturity (Jersey)|NBB||
ETFDF|Etfs Commodity Securities Ltd St Helier Individual Commodity Security 2006 -Without Fixed Maturity on Cotton Commodity Index (Jersey)|NBB||
ETFLF|Eastfield Res Ltd Ordinary Shares|NBB||
ETFM|2050 Motors, Inc. Common Stock|NBB||
ETHG|800 Commerce, Inc. Common|BB|ACTIVE|
ETHOF|Ethos Gold Corp. Ordinary Shares (Canada)|NBB||
ETHS|Earthshine International Limited Common Stock|NBB||
ETIC|E T I    Int'L  Inc Common Stock|NBB||
ETINF|Enterprise Inns Plc Ordinary Shares (United Kingdom)|NBB||
ETINY|Enterprise Inns Plc Unsponsored ADR (UK)|NBB||
ETIVF|Electra Investment Trust Plc Ordinary Shares|NBB||
ETKEF|Entek Energy Ltd Ordinary Shares (Australia)|NBB||
ETKR|Evolution Technology Resources, Inc. Common Stock|NBB||
ETMLF|ETF Metal Securities Ltd St Helier 0% Notes 2007- Without Fixed Maturity on Silver (Jersey)|NBB||
ETMSF|ETF Metal Securities Ltd St Helier 0% Notes 2007 - Without fixed maturity on Palladium (Jersey)|NBB||
ETNMF|Entourage Metals Ltd.  Ordinary Shares (Canada)|NBB||
ETNPF|European Cleantech I SE WTS 2010 -WITHOUT FIXED MATURITY ON EUROPEAN CLEANT (Luxembourg)|NBB||
ETNTY|Eternit S.A. Sponsored ADR (Brazil)|NBB||
ETOLF|Enterprise Group, Inc. Common Shares (Canada)|NBB||
ETPHF|Agriminco Corp. Ordinary Shares (Canada)|NBB||
ETRKF|Eltrak Sa Ordinary Shares (Greece)|NBB||
ETRXF|Etrion Corporation Ordinary Shares (Canada)|NBB||
ETSCF|Etfs Commodity Securities Ltd St Helier INdividual Commodity Security 2006 -Without Fixed Maturity on Coffee Commodity Index (Jersey)|NBB||
ETSLF|ETF Metal Securities Ltd St Helier 0% Notes 2007-Without Fixed Maturity On Platinum (Jersey)|NBB||
ETSM|Electronic Transmission Corporation Common Stock|NBB||
ETST|Earth Science Tech, Inc. Common Stock|NBB||
ETSVF|ETFS Commodity Securities Ltd, St Helier ETFS Commodity Securities 2008 -Without Fixed Maturity on Leveraged Silver (Jersey)|NBB||
ETSYF|ETFS Commodity Securities Ltd, St Helier Individual Commodity Security 2006-Without Fixed Maturity (On Corn Commodity Index) (Jersey)|NBB||
ETVMF|E T View Medical Ltd Ordinary Shares (Israel)|NBB||
ETVVF|e2v Technologies PLC Ordinary Shares (United Kingdom)|NBB||
EUCMF|Eurocommercial Properties Nv Cert of Shs (Netherlands)|NBB||
EUCTF|Eurocontrol Technics Group, Inc. Ordinary Shares|NBB||
EUDSF|Euro Disney SCA Ex Euro Disneyland SCA Shares New Prov De Regroupement (France)|NBB||
EUENF|Eurasia Energy Limited (Anguilla, British West Indies)|NBB||
EUEXF|European Exchange Traded Fund Company Ordinary shares (United Kingdom)|NBB||
EUGFF|Dundee Energy Ltd. Ordinary Shares (Canada)|NBB||
EUHMF|Euler Hermes Sa Ordinary Shares (France)|NBB||
EUITF|European Investment Trust Plc, London Shs GBP (United Kingdom)|NBB||
EUIVF|Eurocastle Investments Ltd Hertfordshire Ordinary Shares (United Kingdom)|NBB||
EUOT|Eurotech Ltd Common Stock|NBB||
EURC|Eurocan Holdings Ltd. Com|BB|ACTIVE|
EURHY|Euler Hermes Sa Unsponsored ADR (France)|NBB||
EURNF|Eurasian Natural Resources Corporation Plc, London Ordinary shares (United Kingdom)|NBB||
EURNY|Eurasian Natural Resources Corporation Plc, London Unsponsored ADR (UK)|NBB||
EUSHY|Eurocash SA Unsponsored ADR (Poland)|NBB||
EUSP|Eurosite Power Inc. COMMON|NBB||
EUTLF|Eutelsat Communications Ordinary Shares (France)|NBB||
EUTLY|Eutelsat Communications Unsponsored American Depository Receipt (France)|NBB||
EUUNF|European Uranium Resources, Ltd. Ordinary Shares (Canada)|NBB||
EUXTF|Euronext NV Ordinary Shares Euronext N.V. (Netherlands)|NBB||
EUYNF|Eu Yan Sang International Ltd Ordinary Shares (Singapore)|NBB||
EUZOF|Eurazeo Paris Ordinary Shares (France)|NBB||
EVAI|Elva International, Inc. Common Stock|NBB||
EVBEF|EVS Broadcasting Equipment Ordinary Shares (Belgium)|NBB||
EVCA|Evcarco Inc Common Stock|NBB||
EVCC|Environmental Control Corp. Common Stock|NBB||
EVCI|EVCI Career Colleges Holding Corp. Common Stock|NBB||
EVCNF|Even Construtora Incorporadora SA, Sao Paulo Ordinary Shares (Brazil)|NBB||
EVDNF|Evolved Digital Systems Inc Ordinary Shares (Canada)|NBB||
EVDR|Evader Corp. Common Stock|NBB||
EVEIQ|Evergreen Energy Inc New|NBB||
EVFB|Environmental Fiber Technologies, Inc. Common Stock|NBB||
EVGD|Evergood Products Corp Common Stock|NBB||
EVGQF|Evergreen Marine Corp Taiwan Ltd Ordinary Shares (Taiwan)|NBB||
EVGQY|Evergreen Marine Corp Ltd Ord 144A|NBB||
EVGZF|Evergreen Marine Corp Reg S GDR|NBB||
EVIPF|Envipco Holding NV Shares -B-|NBB||
EVKIF|Evonik Industries AG Shs (Germany Federal Republic)|NBB||
EVLI|Everlert Inc New Common Stock|NBB||
EVNVY|EVN AG Sponsored ADR (Austria)|NBB||
EVOGD|Evolving Gold Corp Common Shares (Canada)|NBB||
EVOMF|Enviromission Ltd Ordinary Shares (Australia)|NBB||
EVOMY|Enviromission Ltd Sponsored American Depositary Receipt (Australia)|NBB||
EVOTF|Evotec AG Ordinary Shares (Germany Federal Republic (DE))|NBB||
EVRC|Evercel, Inc. Common Stock|NBB||
EVRM|Evermedia Group, Inc. (The) Common Stock|NBB||
EVRN|Everock Inc Common Stock New|NBB||
EVRRF|Everton Resources Inc|NBB||
EVRX|Environmental Rx Corp Common Stock|NBB||
EVRYW|EveryWare Global, Inc. Warrant Expiring 5/21/2018|NBB||
EVRZF|EVRAZ PLC Ordinary Shares (United Kingdom)|NBB||
EVSBY|EVS Boradcast Equipment S A ADR (Belgium)|NBB||
EVSI|Envision Solar International, Inc. Common Stock|NBB||
EVSNF|Elbit Vision Systems, Ltd. Ordinary Shares (Israel)|NBB||
EVSO|Evolution Solar Corp Common Stock|NBB||
EVSP|Environmental Service Professionals, Inc. Common Stock|NBB||
EVSRF|Envestra Ltd Ordinary Shares|NBB||
EVSRY|Envestra Ltd Unsponsored ADR (Austrailia)|NBB||
EVSV|Enviro-Serv, Inc. Common Stock|NBB||
EVTCY|Evotec Aktiengesellschaft American Depositary Share|NBB||
EVTI|Eventure Interactive, Inc. Common Stock|BB|ACTIVE|
EVTN|Enviro Voraxial Technology, Inc. Common Stock|NBB||
EVTP|EV Transportation, Inc. Common Stock|NBB||
EVTZF|Evertz Technologies Ltd Common Shares (Canada)|NBB||
EWCLF|Energy World Corporation Ltd Ordinary Shares|NBB||
EWCLY|Energy World Corporation Ltd Sponsored ADR (Australia)|NBB||
EWCR|Empire Water Corporation Common stock|NBB||
EWKS|Earthworks Entertainment, Inc. Common Stock New|NBB||
EWLCF|ETFS Commodity Securities Ltd, St Helier Individual Commodity Securities 2008 Without fixed Maturity on Leveraged Crude Oil (Jersey)|NBB||
EWPI|Emerging World Pharma, Inc.  Common Stock|NBB||
EWPMF|East West Pete Corp. Ordinary Shares (Canada)|NBB||
EWRC|eWorld Companies Inc . Common Stock|NBB||
EWRL|Green Energy Renewable Solutions, Inc. Common Stock|NBB||
EWSID|E-Waste Systems, Inc. Common Stock|NBB||
EWST|E-Waste Corporation Common Stock|NBB||
EWTGF|Empower Technologies Corp Common shares (Canada)|NBB||
EXAD|Experience Art and Design, Inc. Common|NBB||
EXAI|EXA, Inc. Common Stock|NBB||
EXBX|Exobox Technologies Corp. Common Stock|NBB||
EXCC|Excel Corp Common Stock|NBB||
EXCFF|Excalibur Resources Ltd Ordinary Shares (Canada)|NBB||
EXCH|Exchange Bancshares Inc Ga Common Stock|NBB||
EXCL|Excal Enterprises Inc Common Stock|NBB||
EXCOF|Exco Technologies Ltd Ordinary Shares|NBB||
EXEEF|Exceet Group SE Warrants -A- (Luxemborg)|NBB||
EXEO|Exeo Entmt Inc Common Stock|BB|ACTIVE|
EXER|Exact Energy Resources Inc Common Stock|NBB||
EXETF|Extendicare, Inc. Common Shares (Canada)|NBB||
EXEXF|Excel Co Ltd Tokyo Ordinary Shares (Japan)|NBB||
EXGI|Engex, Inc. Common Stock|NBB||
EXGYF|Exall Energy Corp Common (Canada)|NBB||
EXHI|Exlites Holdings International Inc Common Stock|NBB||
EXHTF|Diaxonhit (France)|NBB||
EXIXF|Energy XXI (Bermuda) Limited PERP PFD CONV 5.625%-6.125% (Bermuda)|NBB||
EXLA|Helmer Directional Drilling Corp. Common Stock|NBB||
EXLLF|Excellon Resources Inc. New Ordinary Shares|NBB||
EXMGF|Excelsior Mining Corp Ordinary Shares (Canada)|NBB||
EXMRF|Exmar SA Antwerp Ordinary Shares (Belgium)|NBB||
EXMT|Anything Technologies Media Inc. Common Stock|NBB||
EXMXF|Excalibur Mining Corporation Ltd Ordinary Shares (Australia)|NBB||
EXNT|EnXnet, Inc. Common Stock|NBB||
EXNZF|Exalenz Bioscience Ltd Ordinary Shares (Israel)|NBB||
EXOSF|EXOR S.p.A. SHS (Italy)|NBB||
EXOXF|Exo U Inc Common Shares (Canada)|NBB||
EXPGF|Experian Plc Ordinary Shares (United Kingdom)|NBB||
EXPGY|Experian Plc Sponsored ADR (UK)|NBB||
EXPH|Expo Holding, Inc. Common Stock|NBB||
EXPI|eXp Realty International Corporation NEW. Common|NBB||
EXPL|Endurance Exploration Group, Inc. (NV) Common Stock|NBB||
EXPZF|Exploration Knick Inc Ordinary Shares (Canada)|NBB||
EXQNF|Exiqon As, Vedbaek Ordinary shares (Denmark)|NBB||
EXRG|Ecologix Resource Group, Inc. Common Stock|NBB||
EXSFF|Explor Resources Inc Ordinary Shares (Canada)|NBB||
EXSL|Excelsis Investments Inc. Common Stock|BB|ACTIVE|
EXSO|Cons Eco-Systems Inc Common Stock|NBB||
EXSR|Exchange Bank (Santa Rosa, CA) Common Stock|NBB||
EXTDF|European Exchange Traded Fund Company Ordinary shares (United Kingdom)|NBB||
EXTF|Extreme Fitness, Inc. Common Stock|NBB||
EXTHF|Exact Holding Nv Ordinary Shares|NBB||
